ArticleTitle,Question,Answer,DifficultyFromQuestioner,DifficultyFromAnswerer,ArticleFile,ArticleTitle.1
Giraffe,Do both sexes of giraffe have horns?,yes,easy,easy,S09_set1_a5,
Giraffe,Do giraffes give birth standing up?,yes,easy,easy,S09_set1_a5,
Giraffe,Are giraffes hunted for their hides?,yes,easy,easy,S09_set1_a5,
Giraffe,What areas can giraffes inhabit?,"savannas, grasslands, or open woodlands",medium,medium,S09_set1_a5,
Giraffe,What will a giraffe use to clean off any bugs that appear on its face?,extremely long tongue ,medium,medium,S09_set1_a5,
Giraffe,How do giraffes defend themselves?,with a powerful kick,medium,medium,S09_set1_a5,
Giraffe,Do male giraffes weigh more than female giraffes?,yes,hard,medium,S09_set1_a5,
Giraffe,Do male giraffes have larger horns than female giraffes?,yes,hard,medium,S09_set1_a5,
Giraffe,Are male females generally taller than female giraffes?,yes,hard,medium,S09_set1_a5,
Henri_Becquerel,Was Henri Becquerel one of the discoverers of radioactivity?,yes,easy,easy,S09_set4_a9,
Henri_Becquerel,Is the SI unit for radioactivity named after him?,yes,easy,medium,S09_set4_a9,
Henri_Becquerel,Was Henri Becquerel a French physicist?,yes,easy,easy,S09_set4_a9,
Henri_Becquerel,In what year did Henri Becquerel die?,1908,medium,medium,S09_set4_a9,
Henri_Becquerel,Where was Henri Becquerel born?, paris ,medium,medium,S09_set4_a9,
Henri_Becquerel,In what year did Henri Becquerel win the Nobel Prize in Physics?,1903,medium,medium,S09_set4_a9,
Henri_Becquerel,Was Henri Becquerel first in his family to occupy the physics chair at the Museum National d'Histoire Naturelle?,no,hard,easy,S09_set4_a9,
Henri_Becquerel,Was Henri Becquerel the sole winner of the 1903 Nobel Prize in Physics?,no,hard,hard,S09_set4_a9,
Henri_Becquerel,Did Henri Becquerel intentionally discover radioactivity?,no,hard,hard,S09_set4_a9,
Henri_Becquerel,"If Henri Becquerel was alive today, how old would he have been?",157,,hard,S09_set4_a9,
Henri_Becquerel,For how many years did Henri Becquerel live?,56,,hard,S09_set4_a9,
Henri_Becquerel,Did Henri Becquerel live to be 80 years old?,no,,medium,S09_set4_a9,
Henri_Becquerel,What was Henri Becquerel`s profession?,physisist,,easy,S09_set4_a9,
Henri_Becquerel,How old was Henri Becquerel when he died?,53,,too hard,S09_set4_a9,
Henri_Becquerel,How many years ago was it when he became the third in his family to occupy the physics chair at the Musum National d`Histoire Naturelle?,117,,hard,S09_set4_a9,
Henri_Becquerel,"In 1908, the year  of his death, was Becquerel elected Permanent Secretary  of the Académie  des  Sciences?",yes,,easy,S09_set4_a9,
Henri_Becquerel,When was Henri Becquerel born?,"december 15, 1852",,medium,S09_set4_a9,
Henri_Becquerel,Did he become chief engineer in the Department of Bridges and Highways?,yes,,easy,S09_set4_a9,
Henri_Becquerel,Did he share the Nobel Prize in Physics?,yes,,easy,S09_set4_a9,
Henri_Becquerel,Is it true that Becquerel wrapped a fluorescent substance in photographic plates?,yes,,easy,S09_set4_a9,
Henri_Becquerel,Becquerel wrapped a fluorescent substance in what?,photographic plates and black material,,medium,S09_set4_a9,
Henri_Becquerel,Is there a Becquerel crater on the Moon for radioactivity?,yes,,easy,S09_set4_a9,
Henri_Becquerel,Must … One conclude from these experiments that the phosphorescent substance in question emits rays which pass through the opaque paper and reduces silver salts ?,yes,,easy,S09_set4_a9,
Henri_Becquerel,What is Henri Becquerel?,henri becquerel was a famous physicist,,easy,S09_set4_a9,
Henri_Becquerel,Where is Henri Becquerel from?,paris,,medium,S09_set4_a9,
Henri_Becquerel,What does Henri Becquerel do?,was a physisist,,medium,S09_set4_a9,
Isaac_Newton,Was Newton a English physicist?,yes,easy,easy,S09_set4_a1,
Isaac_Newton,Did Newton reject the church's doctrine of the Trinity?,newton may have rejected the church's doctrine of the trinity,easy,hard,S09_set4_a1,
Isaac_Newton,Was Newton admitted into Havard College?,no,easy,easy,S09_set4_a1,
Isaac_Newton,When was Newton's date of birth recorded?,"christmas day, decembeer 25, 1642",medium,medium,S09_set4_a1,
Isaac_Newton,How many laws of motion did Netwon have?,three,medium,medium,S09_set4_a1,
Isaac_Newton,Who did Newton see as the master creator?,god,medium,medium,S09_set4_a1,
Isaac_Newton,When did Netwon investigate the refraction of light,from 1670 to 1672,hard,hard,S09_set4_a1,
Isaac_Newton,What principles did Newton explain for mechanics?,the principles of conservation of momentum and angular momentum,hard,hard,S09_set4_a1,
Isaac_Newton,Interaction with what man stirred up Newton's interest in alchemy?,henry more,hard,hard,S09_set4_a1,
James_Watt,James Watt's improvements of what were fundamental to the changes wrought by the Industrial Revolution?,the steam engine,easy,medium,S09_set4_a2,
James_Watt,James Watt was born where?,"greenock, a seaport on the firth of clyde",easy,medium,S09_set4_a2,
James_Watt,What was the name of James Watt's mother?,agnus muirhead,easy,medium,S09_set4_a2,
James_Watt,How many of James Watt's children did not live to adulthood?,3,medium,hard,S09_set4_a2,
James_Watt,James Watt ranked first among how many people in Charles Murray's survey of historiometry?,229,medium,medium,S09_set4_a2,
James_Watt,In what year did James travel to Lodon to study instrument-making?,1753,hard,hard,S09_set4_a2,
James_Watt,For how many years of James Watt's life was his mother alive?,17 years,hard,hard,S09_set4_a2,
James_Watt,What is James Watt most famous for?,steam engine,hard,too hard,S09_set4_a2,
Japanese_language,Do most Japanese people employ politeness?,yes,,easy,S09_set5_a6,
Japanese_language,Is it true that Japanese borrowed a considerable number of words?,yes,,easy,S09_set5_a6,
Japanese_language,Are the several dialects of Kagoshima famous to speakers?,yes,,medium,S09_set5_a6,
Lima,Is Lima the capital of Peru?,yes,easy,easy,S09_set3_a4,
Lima,Is the Museum of Gold in Lima?,yes,easy,hard,S09_set3_a4,
Lima,Does Lima have volleyball venues?,yes,easy,hard,S09_set3_a4,
Lima,When was Lima founded?,"january 18,1535",medium,medium,S09_set3_a4,
Lima,Where is the Park of the Reserve located?,near the downtown area,medium,medium,S09_set3_a4,
Lima,What is a colectivo?,automobiles that renders express service on some major roads of the lima metropolitan area,medium,medium,S09_set3_a4,
Lima,Is the National University of San Marcos in Lima?,yes,hard,hard,S09_set3_a4,
Lima,Has the San Lorenzo Megaport Project been completed?,no,hard,hard,S09_set3_a4,
Lima,How many years ago was the Lima Stock Exchange the most profitable in the world?,three,,hard,S09_set3_a4,
Lima,Is rainfall very low?,yes,,easy,S09_set3_a4,
Lima,Is lima the capital  and  largest  city  of Peru?,yes,,easy,S09_set3_a4,
Lima,"Is The GDP  per capita in Lima $ 7,600  /  ref )?",yes,,easy,S09_set3_a4,
Lima,The Spanish Crown named Pizarro governor of what?,hemming,,medium,S09_set3_a4,
Lima,Is it true that the ideas of the Enlightenment shaped the development of the city?,yes,,easy,S09_set3_a4,
Lima,The ideas of the Enlightenment shaped the development of what?,"the city, lima",,medium,S09_set3_a4,
London,Is London the capital of the United Kingdom?,yes,easy,easy,S09_set3_a1,
London,Does London's population draw from a wide range of religions?,yes,easy,easy,S09_set3_a1,
London,Did Caunte take control of the English throne in 101?,no,easy,easy,S09_set3_a1,
London,Over how many languages are spoken in London?,over 300 languages are spoken in london,medium,medium,S09_set3_a1,
London,What had the Anglo-Saxons created by the 600s?,"by the 600s, the anglo-saxons had created a new s09_settlement called lundenwic",medium,medium,S09_set3_a1,
London,What city in the UK has been subjected to bouts of terrorism?,london has been subjected to bouts of terrorism,hard,hard,S09_set3_a1,
London,What countries did James VI of Scotland unite?,james vi of scotland united scotland and england,hard,hard,S09_set3_a1,
London,How did civil wars affect England during the Middle Ages?,london remained relatively untouched,hard,medium,S09_set3_a1,
Lyre,Are the strings of a classical lyre made of gut?,yes,easy,hard,S09_set2_a10,
Lyre,Does a classical lyre have a sound-chest?,yes,easy,easy,S09_set2_a10,
Lyre,Is lyre played in mordern Greece?,no,easy,easy,S09_set2_a10,
Lyre,Which part of the strings does the left hand touch?,the lower strings,medium,medium,S09_set2_a10,
Lyre,In which place is lyre still played?,north-eastern parts of africa,medium,medium,S09_set2_a10,
Lyre,Does a classical lyre have a fingerboard?,yes,hard,hard,S09_set2_a10,
Lyre,Is a guitar played with a plectrum like a lyre?,yes,hard,easy,S09_set2_a10,
Michael_Faraday,Was Michael Faraday an English chemist?,yes,easy,easy,S09_set4_a7,
Michael_Faraday,Was Faraday a devout Christian?,yes,easy,easy,S09_set4_a7,
Michael_Faraday,Was Faraday considered a gentleman?,no,easy,easy,S09_set4_a7,
Michael_Faraday,Who was a member of the Sandemanian sect of Christianity?,yes,medium,easy,S09_set4_a7,
Michael_Faraday,What did Joseph Henry likely discover?,self-induction,medium,medium,S09_set4_a7,
Michael_Faraday,What did the University of Oxford grant Faraday?,a doctor of civil law degree (honorary),medium,medium,S09_set4_a7,
Michael_Faraday,Who was made to travel outside the coach?,faraday,hard,hard,S09_set4_a7,
Michael_Faraday,Did Faraday construct the ancestor of modern power generators?,yes,hard,easy,S09_set4_a7,
Michael_Faraday,Did Faraday lecture on education in 1854?,yes,hard,easy,S09_set4_a7,
Michael_Faraday,Did Faraday receive an extensive formal education?,no,easy,medium,S09_set4_a7,
Michael_Faraday,Did Faraday discover the chemical substance benzene?,yes,easy,easy,S09_set4_a7,
Michael_Faraday,Was Faraday born in England?,yes,easy,easy,S09_set4_a7,
Michael_Faraday,What do some historians of science refer to Faraday as?,the best experimentalist in the history of science,medium,medium,S09_set4_a7,
Michael_Faraday,Who was the sponsor and mentor of Faraday?,john 'mad jack' fuller,medium,medium,S09_set4_a7,
Michael_Faraday,What did Faraday invent that is used almost universally in science laboratories?,the bunsen burner,medium,medium,S09_set4_a7,
Michael_Faraday,Does the production of chemical weapons raise an ethical issue?,yes,hard,easy,S09_set4_a7,
Michael_Faraday,What was the Faraday effect first called?,diamagnetism,hard,hard,S09_set4_a7,
Michael_Faraday,Can you meet someone through attending a church?,yes,hard,easy,S09_set4_a7,
Michael_Faraday,What was Michael Faraday`s birthplace?,newington butts,,hard,S09_set4_a7,
Michael_Faraday,What was Michael Faraday`s profession?,chemist and physicist,,hard,S09_set4_a7,
Michael_Faraday,"How many years ago did Faraday report on the first synthesis of compound make from carbon and chlorine , c 2 h 6 and c 2 h 4 ?",189,,hard,S09_set4_a7,
Michael_Faraday,"How many years ago was it when he discovered the phenomenon that he named diamagnetism , and what is now called the Faraday effect?",164,,hard,S09_set4_a7,
Michael_Faraday,"How many years ago was it when Faraday wrote a letter to The Times on the subject of the foul condition of the River Thames , which resulted in an oft-reprinted cartoon in Punch?",154,,hard,S09_set4_a7,
Michael_Faraday,How many years ago was it when he discovered that the optical properties of gold colloids differed from those of the corresponding bulk metal?,162,,hard,S09_set4_a7,
Michael_Faraday,Was education another area  of service  for Faraday?,yes,,easy,S09_set4_a7,
Michael_Faraday,Was faraday `s  earliest  chemical  work as an assistant  to Davy?,yes,,easy,S09_set4_a7,
Michael_Faraday,"Who died at his house at Hampton Court on August 25, 1867?",faraday,,medium,S09_set4_a7,
Michael_Faraday,When was Michael Faraday born?,"september 22, 1791",,easy,S09_set4_a7,
Michael_Faraday,Where did he serve two terms?,the church of scotland,,hard,S09_set4_a7,
Michael_Faraday,"Who was born in Newington Butts, near present-day South London, England?",michael faraday,,medium,S09_set4_a7,
Michael_Faraday,Is it true that institution formed the foundation of electric motor technology?,no,,hard,S09_set4_a7,
Michael_Faraday,Institution formed the foundation of what?,modern electromagnetic technology,,medium,S09_set4_a7,
Michael_Faraday,Was his father member of the Sandemanian sect?,yes,,easy,S09_set4_a7,
Michael_Faraday,Was faraday Christian of the small Sandemanian denomination?,yes,,easy,S09_set4_a7,
Nassau,Is Nassau Sound a body of water in Maine?,no,easy,easy,S09_set3_a2,
Nassau,Was Nassau placed in operation by Robert Fulton?,yes,easy,easy,S09_set3_a2,
Nassau,Who was Fort Nassau built by?,the dutch,medium,medium,S09_set3_a2,
Nassau,What is Nassau Coliseum?,"an arena in uniondale, new york, usa",medium,medium,S09_set3_a2,
Nassau,What was the Dead or Alive 4 fighting arena modeled after?,a magnetic accelerator cannon station from halo 2,medium,medium,S09_set3_a2,
Nassau,Is Nassau Range the highest mountain range in the world?,no,hard,easy,S09_set3_a2,
Nassau,Is Nassau County named after a German town?,yes,hard,hard,S09_set3_a2,
Nassau,Does the United States have a base near Glasgow?,yes,hard,hard,S09_set3_a2,
Nikola_Tesla,Did Tesla study electrical engineering?,yes,easy,easy,S09_set4_a3,
Nikola_Tesla,Was Tesla born in the United States?,no,easy,easy,S09_set4_a3,
Nikola_Tesla,Was Tesla hired by Edison?,yes,easy,easy,S09_set4_a3,
Nikola_Tesla,When did Tesla demonstrate wireless communication (radio)?,1893,medium,medium,S09_set4_a3,
Nikola_Tesla,What is the SI unit measuring magnetic flux density or magnetic induction?,the tesla,medium,medium,S09_set4_a3,
Nikola_Tesla,Was Tesla regarded as a mad scientist?,yes,medium,easy,S09_set4_a3,
Nikola_Tesla,What type of current did Tesla invent?,ac,hard,hard,S09_set4_a3,
Nikola_Tesla,"Who was the victor of the ""War of Currents""?",tesla,hard,hard,S09_set4_a3,
Nikola_Tesla,Where did Tesla study electrical engineering?,the austrian polytechnic in graz ,hard,medium,S09_set4_a3,
Ottawa,Is Ottawa the capital of Canada?,yes,easy,easy,S09_set3_a5,
Ottawa,Does Ottawa sit on the Ottowa River?,yes,easy,easy,S09_set3_a5,
Ottawa,Do small tremors occur in Ottawa?,yes,easy,hard,S09_set3_a5,
Ottawa,What is Ottawa's population?,"1,190,982",medium,medium,S09_set3_a5,
Ottawa,What are Ottawa's primary industries?,logging and lumber,medium,hard,S09_set3_a5,
Ottawa,What is Ottawa's junior ice hockey team?,the ottawa 67's,medium,medium,S09_set3_a5,
Ottawa,What is Ottawa's major league hockey team?,the ottawa senators,hard,medium,S09_set3_a5,
Ottawa,What are Carleton University's athletic teams called?,carleton ravens,hard,medium,S09_set3_a5,
Ottawa,Is Ottawa colder than Moscow in January?,yes,hard,easy,S09_set3_a5,
Ottawa,Is Ottawa on a river?,yes,easy,easy,S09_set3_a5,
Ottawa,Does it snow in Ottawa?,yes,easy,easy,S09_set3_a5,
Ottawa,Was there a cholera outbreak in 1832?,yes,easy,easy,S09_set3_a5,
Ottawa,Who is the mayor of Ottawa?,larry o'brien,medium,medium,S09_set3_a5,
Ottawa,How many townships are in Ottawa?,eleven,medium,medium,S09_set3_a5,
Ottawa,What's the main highway in Ottawa?,"highway 417, the queensway",medium,medium,S09_set3_a5,
Ottawa,What was Ottawa's name in 1850?,bytown,hard,hard,S09_set3_a5,
Ottawa,"Based on the average, in what year will the next small tremor occur in Ottawa?",2009,hard,hard,S09_set3_a5,
Ottawa,Where were immigrants from in the 1800s?,irish,hard,hard,S09_set3_a5,
Ottawa,Are there also discussions of having OC Transpo Light Rail and STO Transitway networks linking on the Gatineau side of the Ottawa River ?,yes,,easy,S09_set3_a5,
Otter,Does the giant otter live in South America?,yes,easy,easy,S09_set1_a7,
Otter,Do otters have claws?,yes,easy,easy,S09_set1_a7,
Otter,Do otters eat fish?,yes,easy,easy,S09_set1_a7,
Otter,Why are otters vulnerable to prey depletion?,prey-dependence,medium,medium,S09_set1_a7,
Otter,Do otters enjoy playing?,yes,hard,hard,S09_set1_a7,
Otter,Do sea otters have a layer of fat like whales?,no,hard,hard,S09_set1_a7,
Otter,Is the otter in the same family as the badger?,yes,hard,hard,S09_set1_a7,
Santiago,Are there any cities named Santiago in the United States?,yes,easy,hard,S09_set3_a6,
Santiago,Was Santiago the name of an indie/punk band?,yes,easy,easy,S09_set3_a6,
Santiago,Is Santiago a name in Spanish?,yes,easy,easy,S09_set3_a6,
Santiago,What is the origin of the name Santiago?,spanish for st james,medium,hard,S09_set3_a6,
Santiago,Who has released an album or song named Santiago?,the chieftains; loreena mckennitt,medium,medium,S09_set3_a6,
Santiago,What is the Order of Santiago?,a spanish knightly order,medium,medium,S09_set3_a6,
Santiago,What notable people have been named Santiago?,"benito santiago, hugo santiago, joey santiago, liliana santiago, rafael santiago maria, santiago caballero, santiago cabrera; james, son of zebedee",hard,hard,S09_set3_a6,
Santiago,What fictional stories include a main character named Santiago?,"gears of war, rainbow six: covert operations essentials, death foretold by gabriel garcía márquez, ernest hemingway's the old man and the sea, the television series babylon 5, anne rice's novel interview with the vampire, aulo coelho's the alchemist (novel), the television show friday night lights",hard,hard,S09_set3_a6,
Santiago,Is Santiago the national capital of a country?,yes,,easy,S09_set3_a6,
Santiago,"Is santiago Spanish for St. James  ( from santo ,  saint  +  iago ,  James  )?",yes,,easy,S09_set3_a6,
Santiago,Is santiago Spanish for St. James?,yes,,easy,S09_set3_a6,
Santiago,What is Santiago?,"santiago is spanish for st james it is also the name of places in argentina, brazil, cape verde, chile, colombia, costa rica, cuba, the dominican republic, ecuador, guatemala, jamaica, mexico, nicaragua, panama, paraguay, peru, the philippines, portugal, spain, the united states, venezuela, and the amazon it is also the name of a baseball catcher, a film director, a guitarist, an economist, a footballer, a dj, an actor, and james, son of zebedee fictional people with this name include a character from gears of war, a character from chronicle of a death foretold, a character in old man and the sea, a character in babylon 5, a character in interview with the vampire, the main character of the alchemist, and a character on friday night lights there has also been a battle of santiago de cuba, a couple of bands named santiago, an order of santiago, and ""santiago"" as a shortened form of the reconquista battle cry",,too hard,S09_set3_a6,
Swahili_language,Has swahili no diphthongs?,no,,easy,S09_set5_a4,
Swahili_language,Is a third  prefix the object  prefix?,yes,,easy,S09_set5_a4,
Swahili_language,Is      / ref Swahili unusual among sub-Saharan languages?,yes,,easy,S09_set5_a4,
Swahili_language,"Are vowels never reduced , regardless of stress ?",yes,,easy,S09_set5_a4,
Swan,Does the Australian Black Swan have white feathers on its wings?,yes,easy,medium,S09_set1_a10,
Swan,Do swans belong to the family Anatidae?,yes,easy,easy,S09_set1_a10,
Swan,Can black swans swim with only one leg?,yes,easy,easy,S09_set1_a10,
Swan,What are young swans known as?,cygnets,medium,medium,S09_set1_a10,
Swan,What is the Irish legend of the Children of Lir about?,a stepmother transforming her children into swans for 900 years,medium,medium,S09_set1_a10,
Swan,What is the Sanskrit word for swan?,hamsa or hansa,medium,medium,S09_set1_a10,
Swan,"Which album was the song ""The Bonny Swans"" from?",the mask and mirror,hard,medium,S09_set1_a10,
Swan,What is the Polish word for swan?,&#321;ab&#281;d&#378;,hard,hard,S09_set1_a10,
Swan,Which ballet by Pyotr Tchaikovsky is partially based on an Ancient German legend about a princess who was turned into a swan?,swan lake,hard,hard,S09_set1_a10,
Swan,Are swan birds of the family Anatidae?,yes,easy,easy,S09_set1_a10,
Swan,Do swans feature strongly in mythology?,yes,easy,easy,S09_set1_a10,
Swan,Is the Trumpeter Swan the largest bird?,it is the largest bird of north america,easy,easy,S09_set1_a10,
Swan,What is the name of young swans?,cygnets,medium,medium,S09_set1_a10,
Swan,"Where is the word ""swan"" derived from?",old english swan,medium,medium,S09_set1_a10,
Swan,What is the best known story about a swan?,the ugly duckling fable,medium,medium,S09_set1_a10,
Swan,Are swans and ducks birds of the same family?,yes,hard,hard,S09_set1_a10,
Swan,What is the name of an adult female?,pen,hard,medium,S09_set1_a10,
Swan,What is the color of the Australian Black Swan?,completely black except for the white flight feathers on its wings,hard,hard,S09_set1_a10,
Tiger,Is the Tiger a member of the Felidar family?,no,easy,easy,S09_set1_a3,
Tiger,Are tigers solitary animals?,yes,easy,easy,S09_set1_a3,
Tiger,Are panthers a type of tiger?,no,easy,hard,S09_set1_a3,
Tiger,What do tigers' powerfully built legs and shoulders allow tigers to do?,they have the ability to pull down prey substantially heavier than themselves,medium,medium,S09_set1_a3,
Tiger,What would a tiger do when seized by a crocodile?,a tiger will strike at the reptile's eyes with its paws,medium,medium,S09_set1_a3,
Tiger,What are the typical features of a tiger country?,"it will always have good cover, it will always be close to water and plenty of prey",medium,medium,S09_set1_a3,
Tiger,Would it be common for tigers to mate in January?,yes,hard,hard,S09_set1_a3,
Tiger,About how many square kilometers would be needed to house 3 female tigers?,60 square kilometers,hard,hard,S09_set1_a3,
Tiger,"Would a tiger be likely to feedon smaller animals, such as mice?",yes,hard,hard,S09_set1_a3,
Trumpet,Did the predecessors to trumpets have valves?,no,easy,easy,S09_set2_a3,
Trumpet,Are trumpets constructed of brass?,yes,easy,easy,S09_set2_a3,
Trumpet,Is the bass trumpet the smallest trumpet?,no,easy,hard,S09_set2_a3,
Trumpet,What musical styles is the trumpet used in?,"ska, ska punk, classical, jazz, rock, blues, pop, polka, cuban music, mariachi and funk",medium,medium,S09_set2_a3,
Trumpet,What is the most common type of trumpet?,the b trumpet,medium,medium,S09_set2_a3,
Trumpet,How does a trumpet produce sound?,by blowing air through closed lips,medium,medium,S09_set2_a3,
Trumpet,How do trumpets compensate for wolf tones?,somce trumpetes have a slide mechanism built in to compensate,hard,hard,S09_set2_a3,
Trumpet,Did Miles Davis play the trumpet?,yes,hard,hard,S09_set2_a3,
Trumpet,Does a trumpet have a mellower tone than a cornet?,no,hard,hard,S09_set2_a3,
Turtle,Is the name of the upper shell of a turtle called the plastron?,no,easy,hard,S09_set1_a4,
Turtle,Do scutes fall away from the turtle's shell?,some of the scutes eventually fall away from the shell,easy,hard,S09_set1_a4,
Turtle,Do Terrestrial tortoises have short feet?,yes,easy,easy,S09_set1_a4,
Turtle,How many groups are turtles broken down into?,two,medium,medium,S09_set1_a4,
Turtle,Where are the only surviving giant tortoises?,they are on the seychelles and galápagos islands,medium,medium,S09_set1_a4,
Turtle,How do turtles chew food?,turtles use their jaws to cut and chew food,medium,medium,S09_set1_a4,
Turtle,Are tortoises land based?,yes,hard,easy,S09_set1_a4,
Turtle,Where are turtle eggs layed?,turtles lay eggs on land,hard,hard,S09_set1_a4,
Turtle,Is turtle soup considered a delicacy?,no,hard,easy,S09_set1_a4,
Turtle,Are Testudines the crown group of the superorder Chelonia?,yes,easy,easy,S09_set1_a9,
Turtle,Do turtles breathe air?,yes,easy,hard,S09_set1_a9,
Turtle,Are harvesting wild turtles legal anywhere?,yes,easy,easy,S09_set1_a9,
Turtle,Approximately how many species of Testudines are alive today?,300,medium,medium,S09_set1_a9,
Turtle,Where is harvesting wild turtles legal?,florida,medium,easy,S09_set1_a9,
Turtle,What was the largest ever chelonian?,archelon ischyros,medium,easy,S09_set1_a9,
Turtle,Is there a way to approximate the age of a turtle?,yes,hard,easy,S09_set1_a9,
Turtle,Can turtles spend all their time underwater?,no,hard,too hard,S09_set1_a9,
Violin,Are violinists and fiddlers the same thing?,yes,easy,easy,S09_set2_a2,
Violin,Are violins a single size?,no,easy,hard,S09_set2_a2,
Violin,Are violas and cellos in the same family of instruments as violins?,yes,easy,easy,S09_set2_a2,
Violin,"Where does the word ""violin"" come from?","the middle latin word vitula, meaning ""stringed instrument""",medium,medium,S09_set2_a2,
Violin,What is someone who makes violins called?,"a luthier, or simply a violin maker",medium,medium,S09_set2_a2,
Violin,How many strings does a violin usually have?,four,medium,medium,S09_set2_a2,
Violin,What are violins made of?,different types of wood,hard,medium,S09_set2_a2,
Violin,How long have people been making instruments like violins?,since ancient times,hard,hard,S09_set2_a2,
Violin,Whate is the usual pitch range of a violin?,from g3 to c8,hard,hard,S09_set2_a2,
Xylophone,Are xylophone bars made of rosewood?,yes,easy,easy,S09_set2_a8,
Xylophone,Is the xylophone a precursor to the vibraphone?,yes,easy,easy,S09_set2_a8,
Xylophone,Were ancient mallets made of copper?,no,easy,easy,S09_set2_a8,
Xylophone,Where did the xylophone originate?,indonesia,medium,medium,S09_set2_a8,
Xylophone,What is the earliest historical reference in Europe?,arnold schlick's spiegel der orgelmacher und organisten,medium,medium,S09_set2_a8,
Xylophone,How are western-style xylophones characterised?,"by a bright, sharp tone and high register",medium,medium,S09_set2_a8,
Xylophone,Can a xylophone be 3 octaves?,yes,hard,hard,S09_set2_a8,
Xylophone,Can a short bar follow a long bar?,no,hard,hard,S09_set2_a8,
Xylophone,Did vibraphones exist in 1930?,yes,hard,hard,S09_set2_a8,
Alessandro_Volta,Was Alessandro Volta a professor of chemistry?,alessandro volta was not a professor of chemistry,easy,easy,S10_set4_a10,Alessandro_Volta
Alessandro_Volta,Did Alessandro Volta invent the remotely operated pistol?,alessandro volta did invent the remotely operated pistol,easy,easy,S10_set4_a10,Alessandro_Volta
Alessandro_Volta,Was Alessandro Volta taught in public schools?,volta was taught in public schools,easy,easy,S10_set4_a10,Alessandro_Volta
Alessandro_Volta,Who did Alessandro Volta marry?,alessandro volta married teresa peregrini,medium,medium,S10_set4_a10,Alessandro_Volta
Alessandro_Volta,What did Alessandro Volta invent in 1800?,"in 1800, alessandro volta invented the voltaic pile",medium,easy,S10_set4_a10,Alessandro_Volta
Alessandro_Volta,What is the battery made by Alessandro Volta credited as?,the battery made by volta is credited as the first electrochemical cell,medium,medium,S10_set4_a10,Alessandro_Volta
Alessandro_Volta,Did Alessandro Volta die and retire in the same place?,alessandro volta retired and died in the same place,hard,hard,S10_set4_a10,Alessandro_Volta
Alessandro_Volta,When did Alessandro Volta improve  and popularize the electrophorus?,alessandro volta improved and popularized the electrophorus in 1775,hard,hard,S10_set4_a10,Alessandro_Volta
Alessandro_Volta,How long was Alessandro Volta a professor at the University of Pavia?,alessandro volta was a professor at the university of pavia for almost 25 years,hard,hard,S10_set4_a10,Alessandro_Volta
Alessandro_Volta,Was Alessandro Volta an Egyptian?,no,easy,easy,S10_set4_a10,Alessandro_Volta
Alessandro_Volta,Was Volta taught in public schools?,yes,easy,easy,S10_set4_a10,Alessandro_Volta
Alessandro_Volta,Was Volta made a count in 1810?,yes,easy,easy,S10_set4_a10,Alessandro_Volta
Alessandro_Volta,Who made Volta a count?,napoleon,medium,medium,S10_set4_a10,Alessandro_Volta
Alessandro_Volta,Where was Volta born?,como,medium,medium,S10_set4_a10,Alessandro_Volta
Alessandro_Volta,When did Volta retire?,1819,medium,medium,S10_set4_a10,Alessandro_Volta
Alessandro_Volta,"A year before improving and popularizing the electrophorus, what did Volta become?",a professor of physics at the royal school in como,hard,hard,S10_set4_a10,Alessandro_Volta
Alessandro_Volta,Was Volta buried where he died or was he buried someplace else?,where he died,hard,hard,S10_set4_a10,Alessandro_Volta
Alessandro_Volta,Did Volta marry before he became professor of experimental physics at the University of Pavia?,no,hard,medium,S10_set4_a10,Alessandro_Volta
Alessandro_Volta,What happened in 1810?,volta was made a count by napoleon,,hard,S10_set4_a10,Alessandro_Volta
Alessandro_Volta,Wasn't Alessandro Volta born in Como?,"yes, volta was born in como, italy and was taught in the public schools there",,easy,S10_set4_a10,Alessandro_Volta
Alessandro_Volta,Was Alessandro Volta born in Como?,yes,,easy,S10_set4_a10,Alessandro_Volta
Alessandro_Volta,Who became a professor of physics at the Royal School in Como?,volta,,hard,S10_set4_a10,Alessandro_Volta
Alessandro_Volta,When was Volta made a count by Napoleon?,volta was made a count by napoleon in 1810,,medium,S10_set4_a10,Alessandro_Volta
Alessandro_Volta,Is Voltas legacy celebrated by a Temple on the shore of Lake Como in the center of the town?,yes,,easy,S10_set4_a10,Alessandro_Volta
Alessandro_Volta,Is the battery made by Volta credited as the first electrochemical cell?,yes,,easy,S10_set4_a10,Alessandro_Volta
Alessandro_Volta,Was Volta made a count by Napoleon in 1810?,"yes, volta was made a count by napoleon in 1810",,easy,S10_set4_a10,Alessandro_Volta
Alessandro_Volta,In what year did he become a professor of physics at the Royal School in Como?,1774,,medium,S10_set4_a10,Alessandro_Volta
Amedeo_Avogadro,Was Avogadro a  professor at the University of Turin?,yes,easy,easy,S10_set4_a8,Amedeo_Avogadro
Amedeo_Avogadro,Was he a member of the Royal Superior Council on Public Instruction?,yes,easy,easy,S10_set4_a8,Amedeo_Avogadro
Amedeo_Avogadro,Is Avogadro's number used to compute the results of chemical reactions?,yes,easy,easy,S10_set4_a8,Amedeo_Avogadro
Amedeo_Avogadro,Who first calculated the value of Avogadro's number?,johann josef loschmidt,medium,medium,S10_set4_a8,Amedeo_Avogadro
